Sentence	URL	S3 Key
힘	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16041_힘.mp4	AI_Videos/16041_힘.mp4
받다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16082_받다.mp4	AI_Videos/16082_받다.mp4
작성	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16169_작성.mp4	AI_Videos/16169_작성.mp4
출금	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16174_출금.mp4	AI_Videos/16174_출금.mp4
신용	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16203_신용.mp4	AI_Videos/16203_신용.mp4
보관소	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16218_보관소.mp4	AI_Videos/16218_보관소.mp4
동의	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16245_동의.mp4	AI_Videos/16245_동의.mp4
해지	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16317_해지.mp4	AI_Videos/16317_해지.mp4
개월	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16393_개월.mp4	AI_Videos/16393_개월.mp4
사업	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16418_사업.mp4	AI_Videos/16418_사업.mp4
원금	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16427_원금.mp4	AI_Videos/16427_원금.mp4
시	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16443_시.mp4	AI_Videos/16443_시.mp4
발전	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16448_발전.mp4	AI_Videos/16448_발전.mp4
그러나	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16526_그러나.mp4	AI_Videos/16526_그러나.mp4
실명	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16540_실명.mp4	AI_Videos/16540_실명.mp4
영화	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16554_영화.mp4	AI_Videos/16554_영화.mp4
빠르다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16633_빠르다.mp4	AI_Videos/16633_빠르다.mp4
글자	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16698_글자.mp4	AI_Videos/16698_글자.mp4
더욱	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16753_더욱.mp4	AI_Videos/16753_더욱.mp4
지점	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16756_지점.mp4	AI_Videos/16756_지점.mp4
투자	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16804_투자.mp4	AI_Videos/16804_투자.mp4
느리다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16814_느리다.mp4	AI_Videos/16814_느리다.mp4
이것	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16841_이것.mp4	AI_Videos/16841_이것.mp4
자동	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16846_자동.mp4	AI_Videos/16846_자동.mp4
마지못하다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16853_마지못하다.mp4	AI_Videos/16853_마지못하다.mp4
이유	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16875_이유.mp4	AI_Videos/16875_이유.mp4
변하다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16889_변하다.mp4	AI_Videos/16889_변하다.mp4
변화	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16891_변화.mp4	AI_Videos/16891_변화.mp4
높다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16894_높다.mp4	AI_Videos/16894_높다.mp4
또	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16898_또.mp4	AI_Videos/16898_또.mp4
그리고	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16899_그리고.mp4	AI_Videos/16899_그리고.mp4
방법	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16974_방법.mp4	AI_Videos/16974_방법.mp4
방식	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16976_방식.mp4	AI_Videos/16976_방식.mp4
잡아당기다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16988_잡아당기다.mp4	AI_Videos/16988_잡아당기다.mp4
규칙	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17032_규칙.mp4	AI_Videos/17032_규칙.mp4
쉽다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17053_쉽다.mp4	AI_Videos/17053_쉽다.mp4
편하다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17100_편하다.mp4	AI_Videos/17100_편하다.mp4
월	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17134_월.mp4	AI_Videos/17134_월.mp4
목차	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17194_목차.mp4	AI_Videos/17194_목차.mp4
상실	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17208_상실.mp4	AI_Videos/17208_상실.mp4
만기	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/1721_만기.mp4	AI_Videos/1721_만기.mp4
알리다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17288_알리다.mp4	AI_Videos/17288_알리다.mp4
상품	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17391_상품.mp4	AI_Videos/17391_상품.mp4
현금	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17402_현금.mp4	AI_Videos/17402_현금.mp4
복리	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17446_복리.mp4	AI_Videos/17446_복리.mp4
주다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17494_주다.mp4	AI_Videos/17494_주다.mp4
내주다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17496_내주다.mp4	AI_Videos/17496_내주다.mp4
제공	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17498_제공.mp4	AI_Videos/17498_제공.mp4
다르다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17506_다르다.mp4	AI_Videos/17506_다르다.mp4
일반	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17578_일반.mp4	AI_Videos/17578_일반.mp4
성장	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17592_성장.mp4	AI_Videos/17592_성장.mp4
성공	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17618_성공.mp4	AI_Videos/17618_성공.mp4
금리	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17639_금리.mp4	AI_Videos/17639_금리.mp4
되다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17701_되다.mp4	AI_Videos/17701_되다.mp4
주인공	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17721_주인공.mp4	AI_Videos/17721_주인공.mp4
계산	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17723_계산.mp4	AI_Videos/17723_계산.mp4
안전	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17739_안전.mp4	AI_Videos/17739_안전.mp4
기계	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17747_기계.mp4	AI_Videos/17747_기계.mp4
휴게소	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17783_휴게소.mp4	AI_Videos/17783_휴게소.mp4
혁신	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17795_혁신.mp4	AI_Videos/17795_혁신.mp4
특성	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17851_특성.mp4	AI_Videos/17851_특성.mp4
가격	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17883_가격.mp4	AI_Videos/17883_가격.mp4
금액	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17884_금액.mp4	AI_Videos/17884_금액.mp4
돈	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17885_돈.mp4	AI_Videos/17885_돈.mp4
수수료	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17891_수수료.mp4	AI_Videos/17891_수수료.mp4
메뉴	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17896_메뉴.mp4	AI_Videos/17896_메뉴.mp4
타인	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17903_타인.mp4	AI_Videos/17903_타인.mp4
오르다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/17919_오르다.mp4	AI_Videos/17919_오르다.mp4
이해	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/18002_이해.mp4	AI_Videos/18002_이해.mp4
권리	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/18018_권리.mp4	AI_Videos/18018_권리.mp4
단어	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/18078_단어.mp4	AI_Videos/18078_단어.mp4
보다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/18084_보다.mp4	AI_Videos/18084_보다.mp4
위하다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/18086_위하다.mp4	AI_Videos/18086_위하다.mp4
연사	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/18088_연사.mp4	AI_Videos/18088_연사.mp4
사	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/18139_사.mp4	AI_Videos/18139_사.mp4
회사	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/18139_회사.mp4	AI_Videos/18139_회사.mp4
강요	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/18144_강요.mp4	AI_Videos/18144_강요.mp4
연	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/18168_연.mp4	AI_Videos/18168_연.mp4
국방	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/18200_국방.mp4	AI_Videos/18200_국방.mp4
경쟁	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/18243_경쟁.mp4	AI_Videos/18243_경쟁.mp4
고시	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/18245_고시.mp4	AI_Videos/18245_고시.mp4
판매	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/18258_판매.mp4	AI_Videos/18258_판매.mp4
원하다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/18300_원하다.mp4	AI_Videos/18300_원하다.mp4
바라다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/18301_바라다.mp4	AI_Videos/18301_바라다.mp4
원	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/18306_원.mp4	AI_Videos/18306_원.mp4
회사원	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/18339_회사원.mp4	AI_Videos/18339_회사원.mp4
요청	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/18372_요청.mp4	AI_Videos/18372_요청.mp4
요구	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/18374_요구.mp4	AI_Videos/18374_요구.mp4
바리사이파	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/1837_바리사이파.mp4	AI_Videos/1837_바리사이파.mp4
기대다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/18380_기대다.mp4	AI_Videos/18380_기대다.mp4
주민등록증	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/18403_주민등록증.mp4	AI_Videos/18403_주민등록증.mp4
어음	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/1854_어음.mp4	AI_Videos/1854_어음.mp4
산업	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/1884_산업.mp4	AI_Videos/1884_산업.mp4
기관	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/18_기관.mp4	AI_Videos/18_기관.mp4
성장률	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/1961_성장률.mp4	AI_Videos/1961_성장률.mp4
이익	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/1962_이익.mp4	AI_Videos/1962_이익.mp4
가능한	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20001_가능한.mp4	AI_Videos/20001_가능한.mp4
거래처	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20001_거래처.mp4	AI_Videos/20001_거래처.mp4
개설한	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20002_개설한.mp4	AI_Videos/20002_개설한.mp4
거치식	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20002_거치식.mp4	AI_Videos/20002_거치식.mp4
공용	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20003_공용.mp4	AI_Videos/20003_공용.mp4
금융사	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20005_금융사.mp4	AI_Videos/20005_금융사.mp4
당행	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20006_당행.mp4	AI_Videos/20006_당행.mp4
대출	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20007_대출.mp4	AI_Videos/20007_대출.mp4
만료일	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20008_만료일.mp4	AI_Videos/20008_만료일.mp4
미사용	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20009_미사용.mp4	AI_Videos/20009_미사용.mp4
부득이한	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20010_부득이한.mp4	AI_Videos/20010_부득이한.mp4
불특정	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20011_불특정.mp4	AI_Videos/20011_불특정.mp4
비밀번호	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20012_비밀번호.mp4	AI_Videos/20012_비밀번호.mp4
사업자	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20013_사업자.mp4	AI_Videos/20013_사업자.mp4
사업자등록증	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20014_사업자등록증.mp4	AI_Videos/20014_사업자등록증.mp4
사용중	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20015_사용중.mp4	AI_Videos/20015_사용중.mp4
상품명	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20016_상품명.mp4	AI_Videos/20016_상품명.mp4
서명	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20017_서명.mp4	AI_Videos/20017_서명.mp4
설명서	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20018_설명서.mp4	AI_Videos/20018_설명서.mp4
설명서와	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20019_설명서와.mp4	AI_Videos/20019_설명서와.mp4
신규	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20020_신규.mp4	AI_Videos/20020_신규.mp4
신규일	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20021_신규일.mp4	AI_Videos/20021_신규일.mp4
실적	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20022_실적.mp4	AI_Videos/20022_실적.mp4
아이디	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20024_아이디.mp4	AI_Videos/20024_아이디.mp4
않아야	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20025_않아야.mp4	AI_Videos/20025_않아야.mp4
약정한	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20026_약정한.mp4	AI_Videos/20026_약정한.mp4
영업점	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20027_영업점.mp4	AI_Videos/20027_영업점.mp4
요청권	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20028_요청권.mp4	AI_Videos/20028_요청권.mp4
우대	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20030_우대.mp4	AI_Videos/20030_우대.mp4
월복리	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20031_월복리.mp4	AI_Videos/20031_월복리.mp4
이에	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20032_이에.mp4	AI_Videos/20032_이에.mp4
이체	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20033_이체.mp4	AI_Videos/20033_이체.mp4
입금	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20034_입금.mp4	AI_Videos/20034_입금.mp4
입출금	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20035_입출금.mp4	AI_Videos/20035_입출금.mp4
적립식	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20036_적립식.mp4	AI_Videos/20036_적립식.mp4
적용	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20037_적용.mp4	AI_Videos/20037_적용.mp4
전산	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20038_전산.mp4	AI_Videos/20038_전산.mp4
전이라도	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20039_전이라도.mp4	AI_Videos/20039_전이라도.mp4
정하는	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20040_정하는.mp4	AI_Videos/20040_정하는.mp4
청약	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20041_청약.mp4	AI_Videos/20041_청약.mp4
최대	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20042_최대.mp4	AI_Videos/20042_최대.mp4
최저	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20043_최저.mp4	AI_Videos/20043_최저.mp4
클라우드	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20044_클라우드.mp4	AI_Videos/20044_클라우드.mp4
타인에게	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20045_타인에게.mp4	AI_Videos/20045_타인에게.mp4
특약	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20046_특약.mp4	AI_Videos/20046_특약.mp4
특정	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20047_특정.mp4	AI_Videos/20047_특정.mp4
현황	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20050_현황.mp4	AI_Videos/20050_현황.mp4
확인	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20051_확인.mp4	AI_Videos/20051_확인.mp4
안보	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20052_안보.mp4	AI_Videos/20052_안보.mp4
협력	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20053_협력.mp4	AI_Videos/20053_협력.mp4
올리거나	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20054_올리거나.mp4	AI_Videos/20054_올리거나.mp4
영상을	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20055_영상을.mp4	AI_Videos/20055_영상을.mp4
보여줍니다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20056_보여줍니다.mp4	AI_Videos/20056_보여줍니다.mp4
불투명도	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20057_불투명도.mp4	AI_Videos/20057_불투명도.mp4
가독성을	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/20058_가독성을.mp4	AI_Videos/20058_가독성을.mp4
약정	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/2150_약정.mp4	AI_Videos/2150_약정.mp4
에1①	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/224_에1①.mp4	AI_Videos/224_에1①.mp4
에	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/226_에.mp4	AI_Videos/226_에.mp4
에1④	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/226_에1④.mp4	AI_Videos/226_에1④.mp4
에게	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/227_에게.mp4	AI_Videos/227_에게.mp4
완전고용	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/2303_완전고용.mp4	AI_Videos/2303_완전고용.mp4
자산액	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/2583_자산액.mp4	AI_Videos/2583_자산액.mp4
이나1②③	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/270_이나1②③.mp4	AI_Videos/270_이나1②③.mp4
이라도	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/275_이라도.mp4	AI_Videos/275_이라도.mp4
이라도①	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/275_이라도①.mp4	AI_Videos/275_이라도①.mp4
망상	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/2761_망상.mp4	AI_Videos/2761_망상.mp4
는	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/2920_는.mp4	AI_Videos/2920_는.mp4
로	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/3140_로.mp4	AI_Videos/3140_로.mp4
로①	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/3140_로①.mp4	AI_Videos/3140_로①.mp4
제공자	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/3830_제공자.mp4	AI_Videos/3830_제공자.mp4
주기적	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/3838_주기적.mp4	AI_Videos/3838_주기적.mp4
으로②③	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/390_으로②③.mp4	AI_Videos/390_으로②③.mp4
은	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/400_은.mp4	AI_Videos/400_은.mp4
공인인증서	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/4494_공인인증서.mp4	AI_Videos/4494_공인인증서.mp4
동영상파일	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/4675_동영상파일.mp4	AI_Videos/4675_동영상파일.mp4
디스크	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/4682_디스크.mp4	AI_Videos/4682_디스크.mp4
속도감	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/4840_속도감.mp4	AI_Videos/4840_속도감.mp4
보안	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/4892_보안.mp4	AI_Videos/4892_보안.mp4
소형컴퓨터	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/4916_소형컴퓨터.mp4	AI_Videos/4916_소형컴퓨터.mp4
주	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/522_주.mp4	AI_Videos/522_주.mp4
입력	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/5295_입력.mp4	AI_Videos/5295_입력.mp4
찾기	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/5315_찾기.mp4	AI_Videos/5315_찾기.mp4
패스워드	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/5516_패스워드.mp4	AI_Videos/5516_패스워드.mp4
노출	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/5892_노출.mp4	AI_Videos/5892_노출.mp4
안정	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/5984_안정.mp4	AI_Videos/5984_안정.mp4
재생	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/6478_재생.mp4	AI_Videos/6478_재생.mp4
개설	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/6671_개설.mp4	AI_Videos/6671_개설.mp4
저축보험	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/7053_저축보험.mp4	AI_Videos/7053_저축보험.mp4
적립금	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/7054_적립금.mp4	AI_Videos/7054_적립금.mp4
이	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/7296_이.mp4	AI_Videos/7296_이.mp4
만기일	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/7503_만기일.mp4	AI_Videos/7503_만기일.mp4
로그아웃	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/7701_로그아웃.mp4	AI_Videos/7701_로그아웃.mp4
에서	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/7730_에서.mp4	AI_Videos/7730_에서.mp4
따라	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/7745_따라.mp4	AI_Videos/7745_따라.mp4
정보	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/8015_정보.mp4	AI_Videos/8015_정보.mp4
공동	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/8196_공동.mp4	AI_Videos/8196_공동.mp4
미래형	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/8306_미래형.mp4	AI_Videos/8306_미래형.mp4
영상데이터	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/8515_영상데이터.mp4	AI_Videos/8515_영상데이터.mp4
현재진행	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/8590_현재진행.mp4	AI_Videos/8590_현재진행.mp4
가계	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/8605_가계.mp4	AI_Videos/8605_가계.mp4
기준환율	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/8693_기준환율.mp4	AI_Videos/8693_기준환율.mp4
예금계좌	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/9056_예금계좌.mp4	AI_Videos/9056_예금계좌.mp4
마우스	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/9073_마우스.mp4	AI_Videos/9073_마우스.mp4
약관	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/9178_약관.mp4	AI_Videos/9178_약관.mp4
시스템	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/9292_시스템.mp4	AI_Videos/9292_시스템.mp4
웹브라우저	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/9304_웹브라우저.mp4	AI_Videos/9304_웹브라우저.mp4
여러가지	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/9384_여러가지.mp4	AI_Videos/9384_여러가지.mp4
며	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/9551_며.mp4	AI_Videos/9551_며.mp4
을	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/9834_을.mp4	AI_Videos/9834_을.mp4
